year_month,year,month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,remaining_years,remaining_months,remaining_whole,resale_price
2021-11,2021,11,BUKIT PANJANG,3 ROOM,550A,SEGAR RD,01 TO 03,67,Model A,2015,93 years 01 month,93,1,93.08333333,366000
2021-11,2021,11,BUKIT PANJANG,3 ROOM,485,SEGAR RD,07 TO 09,67,Model A,2014,92 years 02 months,92,2,92.16666667,370000
2021-11,2021,11,BUKIT PANJANG,3 ROOM,548B,SEGAR RD,16 TO 18,67,Model A,2015,93 years 02 months,93,2,93.16666667,383000
2021-11,2021,11,BUKIT PANJANG,3 ROOM,636A,SENJA RD,16 TO 18,67,Model A,2015,93 years,93,0,93,392000
2021-11,2021,11,BUKIT PANJANG,4 ROOM,546B,SEGAR RD,01 TO 03,92,Model A,2015,92 years 08 months,92,8,92.66666667,425000
2021-11,2021,11,BUKIT PANJANG,4 ROOM,460,SEGAR RD,01 TO 03,93,Premium Apartment,2015,92 years 10 months,92,10,92.83333333,440000
2021-11,2021,11,BUKIT PANJANG,4 ROOM,461,SEGAR RD,01 TO 03,93,Premium Apartment,2015,92 years 10 months,92,10,92.83333333,452000
2021-11,2021,11,BUKIT PANJANG,4 ROOM,443A,FAJAR RD,01 TO 03,93,Model A,2016,94 years 02 months,94,2,94.16666667,455000
2021-11,2021,11,BUKIT PANJANG,4 ROOM,443A,FAJAR RD,04 TO 06,93,Model A,2016,94 years 03 months,94,3,94.25,460000
2021-11,2021,11,BUKIT PANJANG,4 ROOM,443B,FAJAR RD,07 TO 09,93,Model A,2016,94 years 03 months,94,3,94.25,470000
2021-11,2021,11,BUKIT PANJANG,4 ROOM,546B,SEGAR RD,04 TO 06,92,Model A,2015,92 years 09 months,92,9,92.75,480000
2021-11,2021,11,BUKIT PANJANG,4 ROOM,458,SEGAR RD,07 TO 09,93,Premium Apartment,2012,90 years 02 months,90,2,90.16666667,488000
2021-11,2021,11,BUKIT PANJANG,4 ROOM,460,SEGAR RD,07 TO 09,93,Premium Apartment,2015,92 years 10 months,92,10,92.83333333,488000
2021-11,2021,11,BUKIT PANJANG,4 ROOM,636B,SENJA RD,10 TO 12,92,Model A,2015,93 years,93,0,93,500000
2021-11,2021,11,BUKIT PANJANG,4 ROOM,636C,SENJA RD,16 TO 18,92,Model A,2015,93 years 01 month,93,1,93.08333333,520000
2021-11,2021,11,BUKIT PANJANG,4 ROOM,636C,SENJA RD,16 TO 18,92,Model A,2015,93 years 01 month,93,1,93.08333333,521888
2021-11,2021,11,BUKIT PANJANG,4 ROOM,548B,SEGAR RD,13 TO 15,92,Model A,2015,93 years 02 months,93,2,93.16666667,523888
2021-11,2021,11,BUKIT PANJANG,5 ROOM,549B,SEGAR RD,04 TO 06,113,Improved,2015,93 years 02 months,93,2,93.16666667,560888
2021-11,2021,11,BUKIT PANJANG,5 ROOM,547A,SEGAR RD,07 TO 09,112,Improved,2015,92 years 09 months,92,9,92.75,582888
2021-11,2021,11,BUKIT PANJANG,5 ROOM,443B,FAJAR RD,04 TO 06,113,Improved,2016,94 years 01 month,94,1,94.08333333,620000
2021-11,2021,11,BUKIT PANJANG,5 ROOM,443B,FAJAR RD,10 TO 12,113,Improved,2016,94 years 02 months,94,2,94.16666667,646000
2021-11,2021,11,BUKIT PANJANG,5 ROOM,549A,SEGAR RD,07 TO 09,113,Improved,2015,93 years 02 months,93,2,93.16666667,653000
2021-12,2021,12,BUKIT PANJANG,2 ROOM,547C,SEGAR RD,01 TO 03,47,Model A,2015,92 years 08 months,92,8,92.66666667,260000
2021-12,2021,12,BUKIT PANJANG,2 ROOM,636A,SENJA RD,19 TO 21,46,Model A,2015,93 years,93,0,93,288000
2021-12,2021,12,BUKIT PANJANG,2 ROOM,636A,SENJA RD,25 TO 27,46,Model A,2015,93 years,93,0,93,315000
2021-12,2021,12,BUKIT PANJANG,3 ROOM,636A,SENJA RD,07 TO 09,67,Model A,2015,93 years,93,0,93,372000
2021-12,2021,12,BUKIT PANJANG,3 ROOM,485,SEGAR RD,10 TO 12,67,Model A,2014,92 years,92,0,92,390000
2021-12,2021,12,BUKIT PANJANG,4 ROOM,455,SEGAR RD,01 TO 03,93,Premium Apartment,2012,90 years,90,0,90,425000
2021-12,2021,12,BUKIT PANJANG,4 ROOM,442B,FAJAR RD,01 TO 03,93,Model A,2016,94 years 01 month,94,1,94.08333333,432000
2021-12,2021,12,BUKIT PANJANG,4 ROOM,442C,FAJAR RD,10 TO 12,93,Model A,2016,94 years 01 month,94,1,94.08333333,485000
2021-12,2021,12,BUKIT PANJANG,4 ROOM,549A,SEGAR RD,07 TO 09,92,Model A,2015,93 years 01 month,93,1,93.08333333,495000
2021-12,2021,12,BUKIT PANJANG,4 ROOM,636B,SENJA RD,10 TO 12,92,Model A,2015,93 years,93,0,93,500000
2021-12,2021,12,BUKIT PANJANG,4 ROOM,550A,SEGAR RD,13 TO 15,92,Model A,2015,93 years,93,0,93,505000
2021-12,2021,12,BUKIT PANJANG,4 ROOM,442C,FAJAR RD,16 TO 18,93,Model A,2016,94 years 01 month,94,1,94.08333333,535000
2021-12,2021,12,BUKIT PANJANG,4 ROOM,633C,SENJA RD,22 TO 24,93,Model A,2013,91 years,91,0,91,535888
2021-12,2021,12,BUKIT PANJANG,5 ROOM,443B,FAJAR RD,01 TO 03,113,Improved,2016,94 years 01 month,94,1,94.08333333,540000
2021-12,2021,12,BUKIT PANJANG,4 ROOM,443D,FAJAR RD,16 TO 18,93,Model A,2016,94 years 01 month,94,1,94.08333333,553000
2021-12,2021,12,BUKIT PANJANG,5 ROOM,549A,SEGAR RD,01 TO 03,113,Improved,2015,93 years 01 month,93,1,93.08333333,555000
2021-12,2021,12,BUKIT PANJANG,5 ROOM,442D,FAJAR RD,01 TO 03,113,Improved,2016,94 years 01 month,94,1,94.08333333,570000
2021-12,2021,12,BUKIT PANJANG,5 ROOM,546B,SEGAR RD,04 TO 06,112,Improved,2015,92 years 07 months,92,7,92.58333333,575000
2021-12,2021,12,BUKIT PANJANG,5 ROOM,546A,SEGAR RD,04 TO 06,112,Improved,2015,92 years 08 months,92,8,92.66666667,577000
2021-12,2021,12,BUKIT PANJANG,4 ROOM,633B,SENJA RD,25 TO 27,93,Model A,2013,91 years 01 month,91,1,91.08333333,580000
2021-12,2021,12,BUKIT PANJANG,5 ROOM,443B,FAJAR RD,13 TO 15,113,Improved,2016,94 years 01 month,94,1,94.08333333,645000
2021-01,2021,1,CHOA CHU KANG,2 ROOM,809B,CHOA CHU KANG AVE 1,01 TO 03,47,Model A,2017,95 years 04 months,95,4,95.33333333,230000
2021-01,2021,1,CHOA CHU KANG,3 ROOM,476D,CHOA CHU KANG AVE 5,10 TO 12,67,Model A,2013,91 years 09 months,91,9,91.75,340000
2021-01,2021,1,CHOA CHU KANG,3 ROOM,809B,CHOA CHU KANG AVE 1,07 TO 09,67,Model A,2017,95 years 04 months,95,4,95.33333333,350000
2021-01,2021,1,CHOA CHU KANG,3 ROOM,803B,KEAT HONG CL,07 TO 09,68,Model A,2017,95 years 05 months,95,5,95.41666667,357500
2021-01,2021,1,CHOA CHU KANG,3 ROOM,166A,TECK WHYE CRES,07 TO 09,68,Model A,2015,93 years 01 month,93,1,93.08333333,365888
2021-01,2021,1,CHOA CHU KANG,3 ROOM,804A,KEAT HONG CL,04 TO 06,68,Model A,2017,95 years 04 months,95,4,95.33333333,370000
2021-01,2021,1,CHOA CHU KANG,4 ROOM,490B,CHOA CHU KANG AVE 5,04 TO 06,93,Model A,2016,94 years 06 months,94,6,94.5,410000
2021-01,2021,1,CHOA CHU KANG,4 ROOM,490A,CHOA CHU KANG AVE 5,01 TO 03,93,Model A,2016,94 years 06 months,94,6,94.5,420000
2021-01,2021,1,CHOA CHU KANG,4 ROOM,803A,KEAT HONG CL,07 TO 09,93,Model A,2017,95 years 05 months,95,5,95.41666667,420000
2021-01,2021,1,CHOA CHU KANG,4 ROOM,487B,CHOA CHU KANG AVE 5,04 TO 06,93,Model A,2016,94 years 06 months,94,6,94.5,428000
2021-01,2021,1,CHOA CHU KANG,4 ROOM,815A,CHOA CHU KANG AVE 7,01 TO 03,93,Model A,2017,95 years 02 months,95,2,95.16666667,430000
2021-01,2021,1,CHOA CHU KANG,4 ROOM,574,CHOA CHU KANG ST 52,04 TO 06,92,Model A,2015,93 years,93,0,93,430000
2021-01,2021,1,CHOA CHU KANG,4 ROOM,803B,KEAT HONG CL,04 TO 06,93,Model A,2017,95 years 04 months,95,4,95.33333333,430000
2021-01,2021,1,CHOA CHU KANG,4 ROOM,815A,CHOA CHU KANG AVE 7,04 TO 06,93,Model A,2017,95 years 03 months,95,3,95.25,433000
2021-01,2021,1,CHOA CHU KANG,4 ROOM,807B,CHOA CHU KANG AVE 1,04 TO 06,92,Model A,2017,95 years 03 months,95,3,95.25,435000
2021-01,2021,1,CHOA CHU KANG,4 ROOM,487A,CHOA CHU KANG AVE 5,04 TO 06,93,Model A,2016,94 years 05 months,94,5,94.41666667,438000
2021-01,2021,1,CHOA CHU KANG,4 ROOM,807B,CHOA CHU KANG AVE 1,07 TO 09,92,Model A,2017,95 years 04 months,95,4,95.33333333,440000
2021-01,2021,1,CHOA CHU KANG,4 ROOM,804A,KEAT HONG CL,13 TO 15,93,Model A,2017,95 years 04 months,95,4,95.33333333,440000
2021-01,2021,1,CHOA CHU KANG,4 ROOM,808D,CHOA CHU KANG AVE 1,10 TO 12,92,Model A,2017,95 years 04 months,95,4,95.33333333,441000
2021-01,2021,1,CHOA CHU KANG,4 ROOM,487A,CHOA CHU KANG AVE 5,04 TO 06,93,Model A,2016,94 years 06 months,94,6,94.5,442000
2021-01,2021,1,CHOA CHU KANG,4 ROOM,488A,CHOA CHU KANG AVE 5,13 TO 15,93,Model A,2016,94 years 06 months,94,6,94.5,445000
2021-01,2021,1,CHOA CHU KANG,4 ROOM,807B,CHOA CHU KANG AVE 1,07 TO 09,92,Model A,2017,95 years 03 months,95,3,95.25,451000
2021-01,2021,1,CHOA CHU KANG,4 ROOM,488A,CHOA CHU KANG AVE 5,10 TO 12,93,Model A,2016,94 years 05 months,94,5,94.41666667,455000
2021-01,2021,1,CHOA CHU KANG,4 ROOM,803B,KEAT HONG CL,10 TO 12,93,Model A,2017,95 years 05 months,95,5,95.41666667,455000
2021-01,2021,1,CHOA CHU KANG,4 ROOM,490D,CHOA CHU KANG AVE 5,07 TO 09,93,Model A,2016,94 years 06 months,94,6,94.5,456000
2021-01,2021,1,CHOA CHU KANG,4 ROOM,808A,CHOA CHU KANG AVE 1,07 TO 09,92,Model A,2017,95 years 04 months,95,4,95.33333333,457000
2021-01,2021,1,CHOA CHU KANG,4 ROOM,807B,CHOA CHU KANG AVE 1,10 TO 12,92,Model A,2017,95 years 04 months,95,4,95.33333333,465000
2021-01,2021,1,CHOA CHU KANG,4 ROOM,808A,CHOA CHU KANG AVE 1,13 TO 15,92,Model A,2017,95 years 04 months,95,4,95.33333333,470000
2021-01,2021,1,CHOA CHU KANG,4 ROOM,815A,CHOA CHU KANG AVE 7,13 TO 15,93,Model A,2017,95 years 03 months,95,3,95.25,480000
2021-01,2021,1,CHOA CHU KANG,4 ROOM,815C,CHOA CHU KANG AVE 7,13 TO 15,93,Model A,2017,95 years 03 months,95,3,95.25,480000
2021-01,2021,1,CHOA CHU KANG,4 ROOM,807B,CHOA CHU KANG AVE 1,10 TO 12,92,Model A,2017,95 years 04 months,95,4,95.33333333,480000
2021-01,2021,1,CHOA CHU KANG,4 ROOM,815C,CHOA CHU KANG AVE 7,13 TO 15,93,Model A,2017,95 years 04 months,95,4,95.33333333,480000
2021-01,2021,1,CHOA CHU KANG,4 ROOM,804A,KEAT HONG CL,13 TO 15,93,Model A,2017,95 years 04 months,95,4,95.33333333,488000
2021-01,2021,1,CHOA CHU KANG,4 ROOM,572,CHOA CHU KANG ST 52,10 TO 12,92,Model A,2015,93 years 01 month,93,1,93.08333333,488888
2021-01,2021,1,CHOA CHU KANG,4 ROOM,815A,CHOA CHU KANG AVE 7,16 TO 18,93,Model A,2017,95 years 02 months,95,2,95.16666667,500000
2021-01,2021,1,CHOA CHU KANG,5 ROOM,807B,CHOA CHU KANG AVE 1,04 TO 06,112,Improved,2017,95 years 03 months,95,3,95.25,525000
2021-01,2021,1,CHOA CHU KANG,5 ROOM,490D,CHOA CHU KANG AVE 5,04 TO 06,113,Improved,2016,94 years 05 months,94,5,94.41666667,525000
2021-01,2021,1,CHOA CHU KANG,5 ROOM,489B,CHOA CHU KANG AVE 5,10 TO 12,113,Improved,2016,94 years 05 months,94,5,94.41666667,535000
2021-01,2021,1,CHOA CHU KANG,5 ROOM,487C,CHOA CHU KANG AVE 5,13 TO 15,113,Improved,2016,94 years 06 months,94,6,94.5,540000
2021-01,2021,1,CHOA CHU KANG,5 ROOM,489B,CHOA CHU KANG AVE 5,10 TO 12,113,Improved,2016,94 years 06 months,94,6,94.5,540000
2021-01,2021,1,CHOA CHU KANG,5 ROOM,490D,CHOA CHU KANG AVE 5,10 TO 12,113,Improved,2016,94 years 06 months,94,6,94.5,570000
2021-02,2021,2,CHOA CHU KANG,2 ROOM,807A,CHOA CHU KANG AVE 1,01 TO 03,47,Model A,2017,95 years 02 months,95,2,95.16666667,240000
2021-02,2021,2,CHOA CHU KANG,3 ROOM,803A,KEAT HONG CL,07 TO 09,68,Model A,2017,95 years 04 months,95,4,95.33333333,342500
2021-02,2021,2,CHOA CHU KANG,3 ROOM,807A,CHOA CHU KANG AVE 1,04 TO 06,67,Model A,2017,95 years 04 months,95,4,95.33333333,350000
2021-02,2021,2,CHOA CHU KANG,3 ROOM,804A,KEAT HONG CL,04 TO 06,68,Model A,2017,95 years 03 months,95,3,95.25,350000
2021-02,2021,2,CHOA CHU KANG,3 ROOM,803A,KEAT HONG CL,04 TO 06,68,Model A,2017,95 years 04 months,95,4,95.33333333,365000
2021-02,2021,2,CHOA CHU KANG,4 ROOM,807B,CHOA CHU KANG AVE 1,04 TO 06,92,Model A,2017,95 years 02 months,95,2,95.16666667,410000
2021-02,2021,2,CHOA CHU KANG,4 ROOM,488C,CHOA CHU KANG AVE 5,04 TO 06,93,Model A,2016,94 years 05 months,94,5,94.41666667,417000
2021-02,2021,2,CHOA CHU KANG,4 ROOM,807B,CHOA CHU KANG AVE 1,01 TO 03,92,Model A,2017,95 years 03 months,95,3,95.25,431800
2021-02,2021,2,CHOA CHU KANG,4 ROOM,815A,CHOA CHU KANG AVE 7,13 TO 15,93,Model A,2017,95 years 02 months,95,2,95.16666667,435000
2021-02,2021,2,CHOA CHU KANG,4 ROOM,808D,CHOA CHU KANG AVE 1,01 TO 03,92,Model A,2017,95 years 02 months,95,2,95.16666667,435000
2021-02,2021,2,CHOA CHU KANG,4 ROOM,476B,CHOA CHU KANG AVE 5,10 TO 12,92,Model A,2013,91 years 06 months,91,6,91.5,435000
2021-02,2021,2,CHOA CHU KANG,4 ROOM,808A,CHOA CHU KANG AVE 1,07 TO 09,92,Model A,2017,95 years 03 months,95,3,95.25,440000
2021-02,2021,2,CHOA CHU KANG,4 ROOM,487A,CHOA CHU KANG AVE 5,07 TO 09,93,Model A,2016,94 years 04 months,94,4,94.33333333,440000
2021-02,2021,2,CHOA CHU KANG,4 ROOM,487B,CHOA CHU KANG AVE 5,07 TO 09,93,Model A,2016,94 years 06 months,94,6,94.5,440000
2021-02,2021,2,CHOA CHU KANG,4 ROOM,573,CHOA CHU KANG ST 52,07 TO 09,92,Model A,2015,93 years,93,0,93,440000
2021-02,2021,2,CHOA CHU KANG,4 ROOM,807B,CHOA CHU KANG AVE 1,01 TO 03,92,Model A,2017,95 years 02 months,95,2,95.16666667,445000
2021-02,2021,2,CHOA CHU KANG,4 ROOM,487C,CHOA CHU KANG AVE 5,10 TO 12,93,Model A,2016,94 years 04 months,94,4,94.33333333,448000
2021-02,2021,2,CHOA CHU KANG,4 ROOM,805A,KEAT HONG CL,16 TO 18,93,Model A,2017,95 years 03 months,95,3,95.25,450000
2021-02,2021,2,CHOA CHU KANG,4 ROOM,803B,KEAT HONG CL,01 TO 03,93,Model A,2017,95 years 04 months,95,4,95.33333333,450000
2021-02,2021,2,CHOA CHU KANG,4 ROOM,804A,KEAT HONG CL,10 TO 12,93,Model A,2017,95 years 04 months,95,4,95.33333333,451000
2021-02,2021,2,CHOA CHU KANG,4 ROOM,807B,CHOA CHU KANG AVE 1,10 TO 12,92,Model A,2017,95 years 03 months,95,3,95.25,452000
2021-02,2021,2,CHOA CHU KANG,4 ROOM,489D,CHOA CHU KANG AVE 5,07 TO 09,93,Model A,2016,94 years 04 months,94,4,94.33333333,455000
2021-02,2021,2,CHOA CHU KANG,4 ROOM,489B,CHOA CHU KANG AVE 5,10 TO 12,93,Model A,2016,94 years 05 months,94,5,94.41666667,455000
2021-02,2021,2,CHOA CHU KANG,4 ROOM,804A,KEAT HONG CL,10 TO 12,93,Model A,2017,95 years 04 months,95,4,95.33333333,455000
2021-02,2021,2,CHOA CHU KANG,4 ROOM,804B,KEAT HONG CL,10 TO 12,93,Model A,2017,95 years 03 months,95,3,95.25,458000
2021-02,2021,2,CHOA CHU KANG,4 ROOM,490A,CHOA CHU KANG AVE 5,10 TO 12,93,Model A,2016,94 years 05 months,94,5,94.41666667,458888
2021-02,2021,2,CHOA CHU KANG,4 ROOM,807B,CHOA CHU KANG AVE 1,13 TO 15,92,Model A,2017,95 years 03 months,95,3,95.25,460000
2021-02,2021,2,CHOA CHU KANG,4 ROOM,808C,CHOA CHU KANG AVE 1,07 TO 09,92,Model A,2017,95 years 02 months,95,2,95.16666667,465000
2021-02,2021,2,CHOA CHU KANG,4 ROOM,808A,CHOA CHU KANG AVE 1,07 TO 09,92,Model A,2017,95 years 03 months,95,3,95.25,467000
2021-02,2021,2,CHOA CHU KANG,4 ROOM,808D,CHOA CHU KANG AVE 1,07 TO 09,92,Model A,2017,95 years 03 months,95,3,95.25,470000
2021-02,2021,2,CHOA CHU KANG,4 ROOM,815A,CHOA CHU KANG AVE 7,10 TO 12,93,Model A,2017,95 years 02 months,95,2,95.16666667,470000
2021-02,2021,2,CHOA CHU KANG,5 ROOM,488D,CHOA CHU KANG AVE 5,01 TO 03,113,Improved,2016,94 years 05 months,94,5,94.41666667,485000
2021-02,2021,2,CHOA CHU KANG,4 ROOM,815B,CHOA CHU KANG AVE 7,10 TO 12,93,Model A,2017,95 years 02 months,95,2,95.16666667,485000
2021-02,2021,2,CHOA CHU KANG,4 ROOM,809B,CHOA CHU KANG AVE 1,13 TO 15,92,Model A,2017,95 years 03 months,95,3,95.25,488000
2021-02,2021,2,CHOA CHU KANG,4 ROOM,815A,CHOA CHU KANG AVE 7,19 TO 21,93,Model A,2017,95 years 02 months,95,2,95.16666667,496000
2021-02,2021,2,CHOA CHU KANG,5 ROOM,489B,CHOA CHU KANG AVE 5,04 TO 06,113,Improved,2016,94 years 04 months,94,4,94.33333333,520000
2021-02,2021,2,CHOA CHU KANG,5 ROOM,488D,CHOA CHU KANG AVE 5,04 TO 06,113,Improved,2016,94 years 06 months,94,6,94.5,520000
2021-02,2021,2,CHOA CHU KANG,5 ROOM,808B,CHOA CHU KANG AVE 1,07 TO 09,112,Improved,2017,95 years 02 months,95,2,95.16666667,530000
2021-02,2021,2,CHOA CHU KANG,5 ROOM,809A,CHOA CHU KANG AVE 1,13 TO 15,112,Improved,2017,95 years 03 months,95,3,95.25,550000
2021-02,2021,2,CHOA CHU KANG,5 ROOM,805A,KEAT HONG CL,07 TO 09,113,Improved,2017,95 years 04 months,95,4,95.33333333,550000
2021-02,2021,2,CHOA CHU KANG,5 ROOM,807C,CHOA CHU KANG AVE 1,10 TO 12,112,Improved,2017,95 years 02 months,95,2,95.16666667,558000
2021-02,2021,2,CHOA CHU KANG,5 ROOM,808B,CHOA CHU KANG AVE 1,10 TO 12,112,Improved,2017,95 years 03 months,95,3,95.25,565888
2021-02,2021,2,CHOA CHU KANG,5 ROOM,808B,CHOA CHU KANG AVE 1,13 TO 15,112,Improved,2017,95 years 02 months,95,2,95.16666667,570000
2021-02,2021,2,CHOA CHU KANG,5 ROOM,487B,CHOA CHU KANG AVE 5,10 TO 12,113,Improved,2016,94 years 05 months,94,5,94.41666667,595000
2021-03,2021,3,CHOA CHU KANG,2 ROOM,807A,CHOA CHU KANG AVE 1,04 TO 06,47,Model A,2017,95 years 03 months,95,3,95.25,250000
2021-03,2021,3,CHOA CHU KANG,2 ROOM,807A,CHOA CHU KANG AVE 1,07 TO 09,47,Model A,2017,95 years 01 month,95,1,95.08333333,256000
2021-03,2021,3,CHOA CHU KANG,3 ROOM,809B,CHOA CHU KANG AVE 1,04 TO 06,67,Model A,2017,95 years 03 months,95,3,95.25,345000
2021-03,2021,3,CHOA CHU KANG,3 ROOM,573,CHOA CHU KANG ST 52,10 TO 12,67,Model A,2015,92 years 10 months,92,10,92.83333333,350000
2021-03,2021,3,CHOA CHU KANG,3 ROOM,490B,CHOA CHU KANG AVE 5,13 TO 15,68,Model A,2016,94 years 03 months,94,3,94.25,351000
2021-03,2021,3,CHOA CHU KANG,3 ROOM,809B,CHOA CHU KANG AVE 1,01 TO 03,67,Model A,2017,95 years 02 months,95,2,95.16666667,353000
2021-03,2021,3,CHOA CHU KANG,3 ROOM,811A,CHOA CHU KANG AVE 7,16 TO 18,68,Model A,2017,95 years 09 months,95,9,95.75,365000
2021-03,2021,3,CHOA CHU KANG,4 ROOM,815A,CHOA CHU KANG AVE 7,01 TO 03,93,Model A,2017,95 years 01 month,95,1,95.08333333,425000
2021-03,2021,3,CHOA CHU KANG,4 ROOM,803C,KEAT HONG CL,04 TO 06,93,Model A,2017,95 years 02 months,95,2,95.16666667,430000
2021-03,2021,3,CHOA CHU KANG,4 ROOM,804A,KEAT HONG CL,04 TO 06,93,Model A,2017,95 years 03 months,95,3,95.25,430000
2021-03,2021,3,CHOA CHU KANG,4 ROOM,489D,CHOA CHU KANG AVE 5,04 TO 06,93,Model A,2016,94 years 04 months,94,4,94.33333333,433000
2021-03,2021,3,CHOA CHU KANG,4 ROOM,808B,CHOA CHU KANG AVE 1,01 TO 03,92,Model A,2017,95 years 01 month,95,1,95.08333333,435000
2021-03,2021,3,CHOA CHU KANG,4 ROOM,804B,KEAT HONG CL,13 TO 15,93,Model A,2017,95 years 03 months,95,3,95.25,440000
2021-03,2021,3,CHOA CHU KANG,4 ROOM,808B,CHOA CHU KANG AVE 1,04 TO 06,92,Model A,2017,95 years 02 months,95,2,95.16666667,440000
2021-03,2021,3,CHOA CHU KANG,4 ROOM,490A,CHOA CHU KANG AVE 5,04 TO 06,93,Model A,2016,94 years 04 months,94,4,94.33333333,440000
2021-03,2021,3,CHOA CHU KANG,4 ROOM,490A,CHOA CHU KANG AVE 5,04 TO 06,93,Model A,2016,94 years 03 months,94,3,94.25,440000
2021-03,2021,3,CHOA CHU KANG,4 ROOM,808B,CHOA CHU KANG AVE 1,04 TO 06,92,Model A,2017,95 years 02 months,95,2,95.16666667,450000
2021-03,2021,3,CHOA CHU KANG,4 ROOM,803A,KEAT HONG CL,07 TO 09,93,Model A,2017,95 years 03 months,95,3,95.25,450000
2021-03,2021,3,CHOA CHU KANG,4 ROOM,815C,CHOA CHU KANG AVE 7,04 TO 06,93,Model A,2017,95 years,95,0,95,451000
2021-03,2021,3,CHOA CHU KANG,4 ROOM,803A,KEAT HONG CL,07 TO 09,93,Model A,2017,95 years 03 months,95,3,95.25,452000
2021-03,2021,3,CHOA CHU KANG,4 ROOM,808D,CHOA CHU KANG AVE 1,07 TO 09,92,Model A,2017,95 years 01 month,95,1,95.08333333,452888
2021-03,2021,3,CHOA CHU KANG,4 ROOM,815A,CHOA CHU KANG AVE 7,07 TO 09,93,Model A,2017,95 years 01 month,95,1,95.08333333,453000
2021-03,2021,3,CHOA CHU KANG,4 ROOM,804A,KEAT HONG CL,13 TO 15,93,Model A,2017,95 years 03 months,95,3,95.25,454000
2021-03,2021,3,CHOA CHU KANG,4 ROOM,816A,KEAT HONG LINK,04 TO 06,92,Model A,2017,95 years 06 months,95,6,95.5,455000
2021-03,2021,3,CHOA CHU KANG,4 ROOM,808D,CHOA CHU KANG AVE 1,07 TO 09,92,Model A,2017,95 years 01 month,95,1,95.08333333,458000
2021-03,2021,3,CHOA CHU KANG,4 ROOM,808C,CHOA CHU KANG AVE 1,04 TO 06,92,Model A,2017,95 years 01 month,95,1,95.08333333,460000
2021-03,2021,3,CHOA CHU KANG,4 ROOM,805B,KEAT HONG CL,10 TO 12,93,Model A,2017,95 years 02 months,95,2,95.16666667,460000
2021-03,2021,3,CHOA CHU KANG,4 ROOM,808C,CHOA CHU KANG AVE 1,07 TO 09,92,Model A,2017,95 years 02 months,95,2,95.16666667,465000
2021-03,2021,3,CHOA CHU KANG,4 ROOM,808C,CHOA CHU KANG AVE 1,13 TO 15,92,Model A,2017,95 years 01 month,95,1,95.08333333,465000
2021-03,2021,3,CHOA CHU KANG,4 ROOM,804B,KEAT HONG CL,13 TO 15,93,Model A,2017,95 years 02 months,95,2,95.16666667,465000
2021-03,2021,3,CHOA CHU KANG,4 ROOM,476B,CHOA CHU KANG AVE 5,13 TO 15,92,Model A,2013,91 years 04 months,91,4,91.33333333,465000
2021-03,2021,3,CHOA CHU KANG,4 ROOM,808A,CHOA CHU KANG AVE 1,10 TO 12,92,Model A,2017,95 years 01 month,95,1,95.08333333,468000
2021-03,2021,3,CHOA CHU KANG,4 ROOM,807C,CHOA CHU KANG AVE 1,10 TO 12,92,Model A,2017,95 years 02 months,95,2,95.16666667,468000
2021-03,2021,3,CHOA CHU KANG,4 ROOM,805B,KEAT HONG CL,10 TO 12,93,Model A,2017,95 years 02 months,95,2,95.16666667,470000
2021-03,2021,3,CHOA CHU KANG,4 ROOM,808B,CHOA CHU KANG AVE 1,04 TO 06,92,Model A,2017,95 years 02 months,95,2,95.16666667,470000
2021-03,2021,3,CHOA CHU KANG,4 ROOM,808C,CHOA CHU KANG AVE 1,10 TO 12,92,Model A,2017,95 years 01 month,95,1,95.08333333,470000
2021-03,2021,3,CHOA CHU KANG,4 ROOM,807B,CHOA CHU KANG AVE 1,10 TO 12,92,Model A,2017,95 years 02 months,95,2,95.16666667,475000
2021-03,2021,3,CHOA CHU KANG,4 ROOM,809A,CHOA CHU KANG AVE 1,16 TO 18,92,Model A,2017,95 years 02 months,95,2,95.16666667,475000
2021-03,2021,3,CHOA CHU KANG,4 ROOM,803C,KEAT HONG CL,16 TO 18,93,Model A,2017,95 years 03 months,95,3,95.25,475000
2021-03,2021,3,CHOA CHU KANG,4 ROOM,573,CHOA CHU KANG ST 52,10 TO 12,92,Model A,2015,92 years 10 months,92,10,92.83333333,478000
2021-03,2021,3,CHOA CHU KANG,4 ROOM,490A,CHOA CHU KANG AVE 5,10 TO 12,93,Model A,2016,94 years 04 months,94,4,94.33333333,488000
2021-03,2021,3,CHOA CHU KANG,4 ROOM,807B,CHOA CHU KANG AVE 1,10 TO 12,92,Model A,2017,95 years 01 month,95,1,95.08333333,490000
